1;50;603.8;527;186.3;883;0
1;50;468.7;399;113.4;755;0
1;50;410.7;374;147.3;730;0
1;50;467.1;677;257.2;1033;0
1;50;405.0;768;208.1;1124;0
1;50;474.3;375;208.1;731;0
1;50;397.6;644;178.1;1000;0
1;50;543.2;420;284.9;776;0
1;50;598.9;642;225.5;998;0
1;50;524.2;777;242.4;1133;0
1;50;442.6;402;173.2;758;0
1;50;506.3;456;202.8;812;0
1;50;307.4;658;145.6;1014;0
1;50;174.3;612;64.3;968;0
1;50;399.9;473;196.0;829;0
1;50;544.3;483;217.4;839;0
1;50;409.0;700;147.9;1056;0
1;50;436.7;688;149.9;1044;0
1;50;429.2;386;107.5;742;0
1;50;494.4;619;239.1;975;0
1;50;340.2;390;84.7;746;0
1;50;408.2;375;93.0;731;0
1;50;365.0;403;92.5;759;0
1;50;390.3;410;143.0;766;0
1;50;474.2;456;141.7;812;0
1;50;353.1;661;68.3;1017;0
1;50;412.6;412;228.1;768;0
1;50;487.1;461;96.9;817;0
1;50;611.3;721;211.7;1077;0
1;50;294.2;672;127.3;1028;0
1;50;507.1;354;242.9;710;0
1;50;374.3;559;160.2;915;0
1;50;633.1;469;99.7;825;0
1;50;492.3;680;163.9;1036;0
1;50;478.1;477;161.8;833;0
1;50;301.0;412;126.9;768;0
1;50;141.0;513;58.7;869;0
1;50;454.5;425;153.9;781;0
1;50;503.8;737;238.7;1093;0
1;50;173.4;682;44.1;1038;0
1;50;312.0;771;67.3;1127;0
1;50;468.5;472;192.2;828;0
1;50;339.3;635;92.5;991;0
1;50;476.6;537;196.2;893;0
1;50;484.0;741;151.1;1097;0
1;50;449.6;832;281.8;1188;0
1;50;459.5;380;92.3;736;0
1;50;486.2;673;124.0;1029;0
1;50;421.9;925;216.6;1281;0
1;50;610.8;497;266.7;853;0
1;50;430.3;473;131.3;829;0
1;50;211.3;474;87.2;830;0
1;50;490.8;614;224.5;970;0
1;50;447.9;558;136.3;914;0
1;50;292.4;581;85.5;937;0
1;50;456.2;472;264.4;828;0
1;50;172.4;377;71.2;733;0
1;50;493.8;524;179.9;880;0
1;50;429.7;569;228.8;925;0
1;50;416.6;635;154.3;991;0
1;50;627.6;673;249.8;1029;0
1;50;467.6;657;191.8;1013;0
1;50;449.6;716;169.4;1072;0
1;50;594.8;386;292.2;742;0
1;50;379.1;405;194.8;761;0
1;50;428.2;419;103.3;775;0
1;50;252.4;515;84.0;871;0
1;50;383.9;497;91.1;853;0
1;50;557.9;352;211.3;708;0
1;50;276.9;609;101.0;965;0
1;50;455.5;608;175.7;964;0
1;50;468.7;381;172.5;737;0
1;50;454.0;553;239.7;909;0
1;50;221.9;379;133.4;735;0
1;50;413.3;879;110.2;1235;0
1;50;520.2;621;219.9;977;0
1;50;412.4;598;140.9;954;0
1;50;496.4;511;185.3;867;0
1;50;352.7;457;128.8;813;0
1;50;470.5;636;160.9;992;0
1;50;487.3;367;204.0;723;0
1;50;537.7;696;307.9;1052;0
1;50;404.5;374;80.7;730;0
1;50;228.3;515;124.2;871;0
1;50;467.8;615;242.4;971;0
1;50;436.1;388;105.4;744;0
1;50;179.7;361;53.4;717;0
1;50;406.7;727;270.4;1083;0
1;50;464.3;725;166.0;1081;0
1;50;283.6;436;54.7;792;0
1;50;602.7;926;235.4;1282;0
1;50;519.1;397;116.9;753;0
1;50;416.8;512;102.7;868;0
1;50;344.1;361;132.3;717;0
1;50;295.9;351;108.9;707;0
1;50;395.2;500;140.2;856;0
1;50;512.6;515;322.3;871;0
1;50;154.8;554;101.2;910;0
1;50;523.1;477;151.6;833;0
1;50;546.6;629;264.1;985;0
1;50;417.1;420;123.5;776;0
1;50;430.6;867;118.1;1223;0
1;50;244.1;428;57.8;784;0
1;50;533.8;604;164.1;960;0
1;50;290.7;689;104.6;1045;0
1;50;512.6;672;249.5;1028;0
1;50;358.4;421;140.2;777;0
1;50;359.5;647;164.6;1003;0
1;50;340.6;594;180.9;950;0
1;50;405.2;468;92.3;824;0
1;50;465.8;473;162.2;829;0
1;50;371.2;540;98.5;896;0
1;50;450.0;483;173.2;839;0
1;50;314.6;360;110.2;716;0
1;50;395.6;480;195.9;836;0
1;50;211.3;399;118.5;755;0
1;50;467.9;377;225.1;733;0
1;50;542.6;372;209.0;728;0
1;50;440.4;498;139.0;854;0
1;50;360.3;735;156.1;1091;0
1;50;478.9;816;81.8;1172;0
1;50;469.4;571;171.6;927;0
1;50;510.1;564;168.1;920;0
1;50;352.5;547;168.5;903;0
1;50;381.0;764;160.4;1120;0
1;50;368.4;514;73.2;870;0
1;50;472.4;717;159.0;1073;0
1;50;356.9;516;131.7;872;0
1;50;367.7;603;133.4;959;0
1;50;502.2;849;151.4;1205;0
1;50;427.6;387;161.9;743;0
1;50;448.2;562;199.8;918;0
1;50;261.1;547;71.5;903;0
1;50;513.6;591;281.2;947;0
1;50;134.4;408;60.6;764;0
1;50;320.2;633;164.0;989;0
1;50;470.6;642;186.4;998;0
1;50;437.6;612;142.4;968;0
1;50;131.2;373;68.7;729;0
1;50;479.4;571;186.9;927;0
1;50;423.5;556;190.8;912;0
1;50;416.5;372;155.6;728;0
1;50;347.2;468;119.3;824;0
1;50;377.6;486;170.0;842;0
1;50;483.6;873;229.7;1229;0
1;50;220.8;726;83.3;1082;0
1;50;325.9;832;130.5;1188;0
1;50;429.5;515;107.1;871;0
1;50;524.6;473;190.2;829;0
1;50;427.5;414;172.7;770;0
1;50;425.4;663;187.4;1019;0
1;50;465.0;436;109.4;792;0
1;50;324.0;466;63.0;822;0
1;50;490.7;475;171.3;831;0
1;50;543.4;506;154.7;862;0
1;50;326.1;405;194.1;761;0
1;50;162.2;632;67.1;988;0
1;50;447.8;708;218.3;1064;0
1;50;494.9;373;186.1;729;0
1;50;150.9;375;62.0;731;0
1;50;499.8;657;322.9;1013;0
1;50;293.6;841;121.9;1197;0
1;50;417.2;529;142.8;885;0
1;50;271.7;570;160.0;926;0
1;50;420.6;465;131.6;821;0
1;50;309.3;530;38.0;886;0
1;50;306.6;488;147.6;844;0
1;50;450.6;367;129.7;723;0
1;50;406.8;360;127.2;716;0
1;50;287.9;454;30.2;810;0
1;50;414.8;401;210.7;757;0
1;50;141.2;681;52.1;1037;0
1;50;481.1;571;159.9;927;0
1;50;376.3;477;150.1;833;0
1;50;495.9;675;194.7;1031;0
1;50;531.1;689;175.3;1045;0
1;50;304.4;548;149.2;904;0
1;50;403.9;694;217.7;1050;0
1;50;432.0;391;163.6;747;0
1;50;375.3;641;87.3;997;0
1;50;383.9;513;201.9;869;0
1;50;454.2;663;183.8;1019;0
1;50;169.8;613;67.5;969;0
1;50;501.5;374;142.1;730;0
1;50;415.0;490;163.7;846;0
1;50;370.4;452;200.2;808;0
1;50;524.1;569;237.6;925;0
1;50;283.8;567;46.5;923;0
1;50;321.0;508;127.2;864;0
1;50;232.4;483;95.4;839;0
1;50;377.7;571;65.0;927;0
1;50;467.8;455;89.3;811;0
1;50;215.4;381;70.1;737;0
1;50;330.4;666;200.2;1022;0
1;50;430.2;411;208.3;767;0
1;50;134.7;763;64.6;1119;0
1;50;596.6;568;192.4;924;0
1;50;395.0;684;121.2;1040;0
1;50;464.2;580;191.9;936;0
1;50;386.8;420;179.3;776;0
1;50;244.6;431;85.3;787;0
1;50;131.1;737;53.8;1093;0
1;50;364.0;685;107.5;1041;0
1;50;523.0;483;233.6;839;0
1;50;364.6;473;146.5;829;0
1;50;327.2;777;186.4;1133;0
1;50;523.5;495;139.5;851;0
1;50;389.1;735;155.5;1091;0
1;50;626.3;656;267.2;1012;0
1;50;364.5;432;144.0;788;0
1;50;453.2;663;293.1;1019;0
1;50;377.8;454;105.0;810;0
1;50;244.9;408;75.2;764;0
1;50;375.2;405;208.6;761;0
1;50;416.2;850;233.0;1206;0
1;50;359.4;584;124.4;940;0
1;50;364.8;569;178.1;925;0
1;50;344.5;644;172.6;1000;0
1;50;279.7;424;77.1;780;0
1;50;465.1;386;101.4;742;0
1;50;448.5;581;148.0;937;0
1;50;458.3;364;240.8;720;0
1;50;411.0;463;110.2;819;0
1;50;353.5;463;100.0;819;0
1;50;382.5;386;170.8;742;0
1;50;401.9;487;138.3;843;0
1;50;475.2;371;269.5;727;0
1;50;390.6;841;150.3;1197;0
1;50;511.0;681;144.2;1037;0
1;50;282.1;373;64.6;729;0
1;50;502.7;628;184.0;984;0
1;50;425.7;659;147.5;1015;0
1;50;462.0;454;239.6;810;0
1;50;182.4;525;97.7;881;0
1;50;363.8;450;120.2;806;0
1;50;323.6;393;62.0;749;0
1;50;177.5;454;132.0;810;0
1;50;368.5;686;180.3;1042;0
1;50;165.8;381;65.8;737;0
1;50;505.6;730;256.7;1086;0
1;50;518.5;805;222.8;1161;0
1;50;349.5;691;199.0;1047;0
1;50;547.0;581;188.7;937;0
1;50;482.8;693;228.0;1049;0
1;50;388.9;463;98.7;819;0
1;50;498.1;728;211.5;1084;0
1;50;407.6;378;110.2;734;0
1;50;244.4;659;50.4;1015;0
1;50;357.1;386;79.3;742;0
1;50;315.5;629;111.4;985;0
1;50;489.4;681;236.2;1037;0
1;50;422.6;422;202.5;778;0
1;50;475.2;897;233.4;1253;0
1;50;441.5;573;235.2;929;0
1;50;449.9;592;138.0;948;0
1;50;505.4;537;175.9;893;0
1;50;419.0;473;203.8;829;0
1;50;401.6;553;174.6;909;0
1;50;478.8;596;218.8;952;0
1;50;363.2;463;207.0;819;0
1;50;497.4;376;165.8;732;0
